user_id,age,income,education,gender,marital_status,occupation
2472,44,33805.76319430613,Bachelor,Male,Divorced,Administrative
2473,64,45680.03062681835,Bachelor,Male,Widowed,Administrative
2474,43,15627.922919523626,High school,Female,Divorced,Sales
2475,31,37633.22374301206,High school,Male,Divorced,Administrative
2476,45,56099.217451713805,Master,Female,Divorced,Technical
2477,55,59220.75302770725,PhD,Male,Widowed,Technical
2478,63,42210.27649184446,Primary,Female,Married,Technical
2479,39,39011.48081964585,Master,Male,Single,Technical
2480,61,56917.47964355749,PhD,Female,Widowed,Technical
2481,23,43597.95317138396,High school,Female,Married,Sales
2482,43,32234.8065235921,PhD,Female,Divorced,Service
2483,30,48354.29654842878,Master,Male,Married,Sales
2484,24,32505.708812261622,Bachelor,Male,Divorced,Sales
2485,27,69992.92986663555,Primary,Female,Widowed,Sales
2486,28,27607.625255754567,Primary,Male,Widowed,Sales
2487,26,46426.552393249105,Bachelor,Male,Divorced,Professional
2488,44,30932.879884107766,Master,Male,Divorced,Service
2489,34,33955.47008575687,Primary,Female,Married,Professional
2490,49,60464.24652252339,High school,Male,Married,Service
2491,48,55888.115511361684,Bachelor,Female,Divorced,Administrative
2492,55,68658.88735432168,PhD,Male,Single,Service
2493,56,44649.15009041843,Primary,Female,Widowed,Professional
2494,24,68946.41714159785,Master,Male,Widowed,Administrative
2495,24,51473.44651235457,High school,Female,Widowed,Service
2496,19,41319.45550226094,Bachelor,Male,Single,Service
2497,19,30565.196532316302,PhD,Male,Divorced,Technical
2498,39,62283.44232793974,Bachelor,Female,Single,Technical
2499,64,56970.148707865796,Bachelor,Male,Single,Technical
2500,18,68093.4548185871,Bachelor,Female,Widowed,Service
2501,40,48867.2824739395,Master,Female,Married,Professional
2502,54,53350.91075888434,Master,Male,Married,Service
2503,44,50329.514319209244,Bachelor,Female,Single,Administrative
2504,38,46606.43613482593,Primary,Male,Single,Administrative
2505,38,62008.28964281193,Master,Female,Married,Technical
2506,57,53875.01246150319,Primary,Female,Married,Administrative
2507,52,50201.2518588029,Primary,Male,Single,Administrative
2508,64,35650.46288406756,Bachelor,Female,Single,Administrative
2509,48,59161.70156973276,Primary,Male,Married,Administrative
2510,45,45075.68448699442,Primary,Female,Widowed,Service
2511,54,42010.37946165819,Bachelor,Female,Widowed,Professional
2512,27,55370.501336551,High school,Female,Divorced,Administrative
2513,26,75071.25445538589,Bachelor,Female,Widowed,Sales
2514,38,71346.09516441109,High school,Male,Single,Technical
2515,41,41504.77307795383,Master,Male,Married,Service
2516,57,39112.69518431909,Master,Male,Widowed,Professional
2517,61,58452.132804476365,High school,Male,Widowed,Sales
2518,60,43465.51870659379,Primary,Female,Widowed,Service
2519,31,48431.711784603176,Master,Female,Divorced,Technical
2520,27,15180.907512378413,Master,Male,Divorced,Professional
2521,45,46788.584513799295,Primary,Male,Widowed,Administrative
2522,44,58151.08138468681,Bachelor,Female,Married,Service
2523,55,41938.18846750478,Primary,Male,Single,Sales
2524,52,44295.86997001183,High school,Male,Widowed,Service
2525,24,53982.09395158713,Master,Male,Married,Sales
2526,59,47818.523907227944,Primary,Female,Married,Professional
2527,63,55851.12132611662,High school,Male,Married,Technical
2528,55,47856.10438895435,Master,Female,Single,Professional
2529,24,49788.22928939239,PhD,Female,Divorced,Administrative
2530,39,41880.615061233926,Master,Male,Married,Service
2531,21,63730.10029300916,Master,Male,Divorced,Technical
2532,29,61521.67043381163,Master,Male,Widowed,Administrative
2533,60,51524.5220091597,Master,Male,Single,Technical
2534,29,62141.631525119505,PhD,Male,Widowed,Administrative
2535,47,50006.83465202676,Primary,Male,Single,Technical
2536,32,46599.23975402867,Master,Female,Married,Sales
2537,37,69225.7598948855,Bachelor,Female,Single,Service
2538,44,48897.50895135004,Bachelor,Female,Single,Administrative
2539,61,66044.5185156664,Master,Female,Divorced,Administrative
2540,34,61880.22836367979,Master,Female,Widowed,Administrative
2541,53,55095.61370033361,Primary,Female,Married,Service
2542,35,59502.697455823465,PhD,Male,Married,Service
2543,34,45309.65143690914,High school,Male,Divorced,Administrative
2544,28,55485.23677632092,Bachelor,Male,Single,Professional
2545,27,54841.48959532538,PhD,Male,Divorced,Service
2546,53,47990.389601234194,Primary,Female,Widowed,Sales
2547,43,54538.05579350168,Primary,Male,Married,Sales
2548,44,25090.078570564056,Primary,Male,Married,Service
2549,33,52719.109238789155,Primary,Female,Married,Sales
2550,45,45269.745116548904,PhD,Female,Divorced,Service
2551,22,34889.5031982348,Primary,Female,Widowed,Sales
2552,56,38773.64174403279,High school,Female,Divorced,Sales
2553,39,24249.7636005632,High school,Male,Single,Technical
2554,57,47641.91833018323,High school,Female,Divorced,Service
2555,41,62928.42463254668,Primary,Male,Divorced,Professional
2556,62,35065.8689160217,Primary,Female,Single,Administrative
2557,56,32626.745715857076,High school,Male,Divorced,Service
2558,61,69764.4428993538,High school,Female,Single,Sales
2559,61,25650.499067343233,PhD,Female,Divorced,Service
2560,40,52698.42882266808,Bachelor,Male,Married,Service
2561,46,60287.883518765695,High school,Male,Married,Technical
2562,64,50904.45285384081,Master,Male,Divorced,Service
2563,61,40941.79682607137,High school,Female,Single,Sales
2564,24,65733.70642225738,Primary,Male,Divorced,Technical
2565,31,16142.482735177538,Primary,Male,Single,Service
2566,31,49123.49339933121,Master,Male,Widowed,Administrative
2567,35,48291.70860232093,Master,Male,Widowed,Professional
2568,58,51283.32616067886,Master,Female,Single,Administrative
2569,48,38466.88360609638,PhD,Male,Married,Service
2570,22,31188.00910198173,Bachelor,Female,Married,Technical
2571,36,27645.634775073948,PhD,Female,Divorced,Sales
2572,20,51942.430844102746,Primary,Male,Widowed,Administrative
2573,45,51390.247391112425,Primary,Female,Divorced,Administrative
2574,26,42217.72440947499,Bachelor,Male,Single,Administrative
2575,61,38229.10962846127,Primary,Male,Divorced,Professional
2576,33,34935.606650542126,Bachelor,Female,Widowed,Service
2577,41,48938.75654843884,Primary,Male,Married,Sales
2578,48,26945.040341360218,High school,Male,Married,Service
2579,31,36782.70875946173,Primary,Male,Single,Sales
2580,46,36437.03644227667,Primary,Female,Single,Technical
2581,64,60560.40271849285,Primary,Male,Divorced,Sales
2582,32,67985.90427094186,Bachelor,Female,Married,Administrative
2583,64,77565.06281275835,Primary,Male,Divorced,Sales
2584,63,69902.50372706508,High school,Male,Married,Administrative
2585,51,47407.79113472537,PhD,Male,Widowed,Administrative
2586,22,48124.222339256434,Primary,Male,Divorced,Administrative
2587,28,27107.12935444991,Master,Male,Widowed,Administrative
2588,36,22844.717466789447,Bachelor,Female,Single,Service
2589,54,55963.101178449375,Primary,Female,Widowed,Administrative
2590,26,76241.13265122207,Primary,Female,Married,Service
2591,27,75858.17366679078,PhD,Female,Widowed,Professional
2592,64,30077.025918866235,Bachelor,Female,Widowed,Administrative
2593,31,52862.47702695592,Bachelor,Female,Divorced,Technical
2594,30,37174.28127019259,Bachelor,Female,Widowed,Service
2595,47,52154.297628900735,PhD,Female,Divorced,Sales
2596,32,45037.555005180024,High school,Female,Single,Sales
2597,58,52020.654820830045,Master,Female,Divorced,Administrative
2598,31,41027.08626818584,Bachelor,Male,Widowed,Sales
2599,27,36445.765612101284,Primary,Male,Widowed,Technical
2600,64,62672.76415912008,High school,Female,Divorced,Technical
2601,30,41023.6078342368,Primary,Male,Married,Professional
2602,55,44042.55934340637,Bachelor,Female,Single,Administrative
2603,47,47032.07043275084,High school,Female,Divorced,Technical
2604,63,31151.878162750967,High school,Male,Widowed,Service
2605,29,43422.23754094142,High school,Female,Single,Technical
2606,62,39911.70028982535,Bachelor,Male,Married,Technical
2607,59,41541.24072885939,Bachelor,Female,Married,Technical
2608,42,50690.554883706056,Bachelor,Male,Widowed,Administrative
2609,26,21394.933705541473,High school,Female,Single,Technical
2610,33,56882.591481784744,Bachelor,Male,Single,Sales
2611,50,42557.69827115644,Primary,Female,Divorced,Service
2612,62,57993.02336119894,Bachelor,Male,Widowed,Professional
2613,34,54138.2086647803,High school,Male,Single,Service
2614,62,65998.96143068028,High school,Male,Single,Administrative
2615,29,47154.377006395545,Primary,Male,Divorced,Administrative
2616,33,33911.24073758796,Primary,Female,Married,Administrative
2617,43,64045.49190393827,Bachelor,Male,Single,Service
2618,39,66627.08107963292,PhD,Female,Widowed,Administrative
2619,40,44585.47461507606,Bachelor,Female,Married,Sales
2620,35,40933.702591773144,Master,Male,Single,Administrative
2621,46,60962.18671498165,PhD,Male,Widowed,Service
2622,45,45656.509939680465,PhD,Female,Single,Service
2623,62,63822.008488526444,PhD,Female,Single,Technical
2624,26,67905.05751870835,Master,Male,Divorced,Professional
2625,45,52130.312605856154,High school,Female,Widowed,Technical
2626,46,64854.557109343674,Primary,Female,Widowed,Administrative
2627,57,65372.81953968685,PhD,Female,Divorced,Professional
2628,61,61729.74457529947,Primary,Female,Divorced,Administrative
2629,57,27266.222530007035,PhD,Male,Widowed,Professional
2630,53,48192.901919895376,Master,Male,Single,Sales
2631,48,46030.948281644734,Primary,Male,Divorced,Administrative
2632,59,42827.66105803993,PhD,Female,Widowed,Professional
2633,27,31132.973781897377,Master,Male,Married,Service
2634,61,36680.569527673644,Primary,Female,Single,Professional
2635,35,63251.053848910924,High school,Female,Single,Professional
2636,34,55521.496502708666,High school,Male,Widowed,Professional
2637,18,44816.71261710391,Primary,Female,Single,Professional
2638,44,48374.70523690748,Bachelor,Male,Divorced,Service
2639,25,62543.95409976922,PhD,Female,Divorced,Technical
2640,36,37822.055943152816,High school,Female,Single,Professional
2641,29,37435.12358198428,Primary,Male,Widowed,Technical
2642,30,69729.31300006039,Bachelor,Male,Widowed,Professional
2643,31,44532.1479689311,High school,Female,Married,Professional
2644,26,79903.56007633067,Primary,Male,Married,Sales
2645,58,73773.17678471329,Primary,Male,Widowed,Administrative
2646,36,18430.060837131667,Bachelor,Male,Married,Technical
2647,35,11703.225796847124,PhD,Male,Single,Administrative
2648,60,31360.005766143182,PhD,Male,Single,Professional
2649,62,53029.799783985494,PhD,Female,Single,Professional
2650,52,45420.023623188485,Bachelor,Male,Divorced,Professional
2651,29,32066.198325306992,Bachelor,Male,Single,Sales
2652,41,26331.452376285182,Bachelor,Male,Single,Sales
2653,24,62748.683467827366,PhD,Female,Single,Sales
2654,32,54913.85213353723,Primary,Female,Widowed,Technical
2655,64,49974.956174692874,Bachelor,Male,Married,Administrative
2656,61,49466.54856018313,High school,Female,Divorced,Professional
2657,19,42661.22674610249,High school,Male,Widowed,Technical
2658,32,78957.47326901041,Primary,Male,Single,Sales
2659,55,46060.329198680774,Bachelor,Male,Married,Technical
2660,24,62388.98457270491,Bachelor,Female,Widowed,Professional
2661,62,40350.994829268675,Master,Male,Widowed,Professional
2662,27,37565.28371600067,Master,Male,Divorced,Sales
2663,21,46958.98130565577,Bachelor,Female,Married,Sales
2664,27,46132.002870284305,Primary,Male,Widowed,Technical
2665,52,51062.217810219816,Primary,Female,Divorced,Sales
2666,48,64967.67133839255,Master,Male,Married,Professional
2667,19,53901.21085697007,Master,Female,Single,Technical
2668,56,63875.98423208483,PhD,Male,Single,Professional
2669,32,72141.13779962566,Primary,Male,Married,Technical
2670,34,21811.215793228515,High school,Female,Widowed,Administrative
2671,48,38262.07186791511,PhD,Male,Widowed,Administrative
2672,31,28966.92409629972,PhD,Female,Married,Administrative
2673,40,28170.712940827292,Primary,Male,Divorced,Technical
2674,64,32714.968820974937,Primary,Male,Divorced,Sales
2675,53,51448.22828899729,High school,Female,Single,Technical
2676,41,54384.20367555651,Master,Male,Divorced,Technical
2677,55,63300.82179885401,High school,Female,Widowed,Administrative
2678,47,51698.30937146661,Master,Male,Divorced,Professional
2679,63,49557.775297132706,Master,Male,Single,Sales
2680,60,54173.83750267025,PhD,Male,Divorced,Administrative
2681,44,64556.49569515682,Master,Female,Widowed,Sales
2682,36,28531.057746855382,Bachelor,Male,Married,Service
2683,40,28966.478376338157,High school,Female,Single,Administrative
2684,24,47080.62959687375,Master,Male,Married,Service
2685,28,41967.54281959579,PhD,Female,Married,Technical
2686,61,59064.1507204843,High school,Female,Married,Technical
2687,19,28764.323795369583,Primary,Female,Married,Professional
2688,27,35415.240691413725,Master,Female,Married,Service
2689,44,65469.244924202445,PhD,Male,Single,Sales
2690,33,71808.11719658371,High school,Female,Divorced,Administrative
2691,35,53505.61281379694,High school,Male,Widowed,Sales
2692,37,69620.35974236418,Master,Female,Widowed,Professional
2693,37,61426.53208949502,Master,Female,Married,Administrative
2694,19,58882.493039949695,Master,Female,Divorced,Professional
2695,45,31457.555014487796,PhD,Female,Married,Sales
2696,54,36373.87782114734,PhD,Female,Widowed,Technical
2697,53,38551.720247303536,Bachelor,Male,Married,Sales
2698,27,37969.424810242286,High school,Female,Widowed,Sales
2699,59,29353.6853537268,Bachelor,Female,Single,Service
2700,31,26746.509311467085,Master,Female,Divorced,Administrative
2701,24,47504.0985670462,PhD,Female,Divorced,Technical
2702,42,61398.343240600865,PhD,Male,Single,Service
2703,28,45686.80517619353,High school,Male,Divorced,Sales
2704,61,44887.47037425214,Bachelor,Female,Divorced,Technical
2705,55,43428.98748416074,PhD,Female,Divorced,Sales
2706,23,52136.20629301979,High school,Male,Married,Service
2707,58,45507.248380823614,Bachelor,Male,Divorced,Administrative
2708,33,18492.117896450167,PhD,Female,Married,Technical
2709,32,86085.73194569943,High school,Male,Divorced,Administrative
2710,39,55073.270262709266,PhD,Female,Married,Professional
2711,18,55448.622151481926,PhD,Female,Widowed,Service
2712,53,54699.57092812534,Primary,Male,Divorced,Sales
2713,51,56365.34650445002,Bachelor,Male,Widowed,Professional
2714,32,52742.040034293,Bachelor,Female,Divorced,Service
2715,24,56065.33525535137,High school,Female,Single,Professional
2716,42,88135.0190164927,PhD,Male,Single,Sales
2717,21,44312.84869808022,High school,Male,Divorced,Technical
2718,22,47756.3835481935,Master,Male,Single,Professional
2719,55,37479.500041571766,PhD,Female,Widowed,Professional
2720,58,38385.8880822822,PhD,Male,Widowed,Professional
2721,49,68224.47106218318,Master,Female,Divorced,Technical
2722,45,61409.250777454785,Primary,Male,Divorced,Service
2723,59,54756.615944849385,Bachelor,Female,Divorced,Technical
2724,21,47491.71530489451,Primary,Female,Single,Administrative
2725,52,51845.698020976844,Bachelor,Male,Divorced,Administrative
2726,59,41989.914797771744,Master,Female,Widowed,Administrative
2727,31,49065.07715034662,Master,Female,Married,Sales
2728,35,57490.69286851681,PhD,Female,Widowed,Administrative
2729,60,40831.07706408686,High school,Male,Married,Professional
2730,58,53419.66758785533,Master,Female,Widowed,Service
2731,63,31050.56246261546,Primary,Female,Divorced,Administrative
2732,28,33840.46841879536,High school,Male,Married,Administrative
2733,56,55411.16803855787,Master,Male,Widowed,Service
2734,60,46135.06404742401,Primary,Male,Single,Administrative
2735,21,61727.70934775752,Bachelor,Female,Divorced,Sales
2736,45,42854.68098779376,Master,Male,Divorced,Professional
2737,33,69581.68116558403,Bachelor,Female,Divorced,Service
2738,52,60264.68043700764,Bachelor,Male,Married,Service
2739,54,56791.54249569501,PhD,Female,Married,Professional
2740,60,13291.974422799503,Primary,Female,Widowed,Sales
2741,57,59542.27339163696,High school,Female,Married,Sales
2742,62,41115.783574992274,PhD,Male,Widowed,Administrative
2743,38,47888.83843204298,High school,Male,Single,Sales
2744,43,33220.25850284652,Bachelor,Female,Divorced,Administrative
2745,29,45931.368941093286,Master,Female,Widowed,Administrative
2746,62,55029.824997610325,PhD,Male,Widowed,Professional
2747,35,63564.2205819518,Bachelor,Male,Single,Professional
2748,23,17164.81559533425,Bachelor,Male,Divorced,Professional
2749,37,44146.41051476004,High school,Female,Divorced,Service
2750,25,31762.13945644376,High school,Female,Married,Technical
2751,22,27978.682288265336,PhD,Male,Widowed,Professional
2752,49,45877.92664067838,Master,Female,Divorced,Administrative
2753,47,63125.696086692886,High school,Male,Widowed,Service
2754,60,34874.890757956324,Master,Female,Widowed,Professional
2755,45,43028.22546128507,High school,Male,Single,Technical
2756,50,47201.02305764901,Master,Female,Divorced,Sales
2757,61,18665.803325922323,Bachelor,Female,Widowed,Technical
2758,59,41598.693563029745,Master,Female,Widowed,Service
2759,36,29769.777171342637,Master,Female,Single,Administrative
2760,47,44537.446982037494,Master,Female,Divorced,Technical
2761,31,67690.9698273183,PhD,Female,Single,Administrative
2762,62,52995.78152220775,Master,Male,Divorced,Sales
2763,27,75298.01453992282,Bachelor,Female,Widowed,Technical
2764,26,33871.54533104814,PhD,Male,Divorced,Professional
2765,43,58717.35812694347,PhD,Male,Single,Technical
2766,51,54535.59603739192,PhD,Male,Divorced,Sales
2767,35,41075.81921405341,High school,Male,Widowed,Administrative
2768,34,70751.44776176548,Bachelor,Female,Widowed,Technical
2769,25,54891.339104194754,Master,Male,Widowed,Administrative
2770,48,27432.113588544566,Primary,Male,Divorced,Service
2771,34,40822.03915821347,High school,Male,Married,Sales
2772,40,52980.147421427166,PhD,Female,Divorced,Technical
2773,55,66419.14172047112,High school,Male,Single,Service
2774,27,64741.92671978251,Master,Male,Widowed,Administrative
2775,64,48979.097156635486,Bachelor,Male,Married,Technical
2776,30,34314.10118484442,Primary,Male,Single,Sales
2777,42,23795.23148018621,Bachelor,Male,Divorced,Professional
2778,40,41061.8417884786,Bachelor,Male,Married,Service
2779,32,44097.35061693179,High school,Male,Married,Professional
2780,63,61729.77915869332,PhD,Male,Divorced,Service
2781,51,51973.68190732311,PhD,Female,Divorced,Technical
2782,22,70048.54258100418,High school,Male,Single,Administrative
2783,23,68206.16206518952,Bachelor,Female,Widowed,Professional
2784,30,56494.759900772966,PhD,Male,Single,Service
2785,59,61632.344144584495,Master,Male,Single,Professional
2786,30,68047.99723418392,Primary,Female,Married,Sales
2787,18,42618.39290991049,Primary,Male,Married,Professional
2788,23,95295.04393928433,Master,Male,Divorced,Administrative
2789,40,59036.83896811078,High school,Female,Single,Service
2790,59,53415.9649243005,Primary,Male,Married,Administrative
2791,51,57903.68900285706,Master,Female,Single,Service
2792,19,47725.31701743036,PhD,Female,Widowed,Sales
2793,28,46116.72848513944,High school,Female,Divorced,Technical
2794,24,42131.98799822615,PhD,Male,Widowed,Professional
2795,34,54075.692229608416,Primary,Male,Divorced,Administrative
2796,25,36687.69505995171,Master,Female,Divorced,Service
2797,45,36553.03986607375,PhD,Male,Single,Administrative
2798,56,47047.0003676916,High school,Male,Married,Sales
2799,61,51367.96426637044,Bachelor,Male,Widowed,Service
2800,38,36690.446440695276,Bachelor,Female,Single,Sales
2801,59,21977.26723315086,Bachelor,Male,Divorced,Administrative
2802,36,48858.52776188281,PhD,Male,Single,Technical
2803,60,38291.04716681263,Bachelor,Male,Widowed,Administrative
2804,24,57203.663950637136,High school,Male,Widowed,Professional
2805,56,50480.54755200686,PhD,Male,Widowed,Administrative
2806,52,39399.391917310706,Master,Female,Single,Sales
2807,28,43052.67537041301,Primary,Male,Divorced,Sales
2808,57,32396.843809325474,PhD,Female,Widowed,Sales
2809,58,58167.85916921567,PhD,Female,Married,Service
2810,58,30474.350391718544,High school,Male,Divorced,Technical
2811,45,55549.64422456621,Bachelor,Male,Single,Service
2812,48,48724.96841442205,PhD,Male,Divorced,Sales
2813,54,39144.46604629382,High school,Female,Married,Technical
2814,52,38803.11100754359,Primary,Female,Single,Service
2815,43,53764.33557370372,PhD,Female,Married,Administrative
2816,45,18129.642123924026,Bachelor,Female,Divorced,Service
2817,49,75085.5538818135,Bachelor,Male,Single,Service
2818,61,39245.18155052636,High school,Male,Married,Service
2819,21,41977.59348053204,Primary,Male,Married,Technical
2820,18,55363.934186431754,Bachelor,Male,Married,Sales
2821,55,46406.9171969993,High school,Female,Single,Administrative
2822,57,79884.88785638077,PhD,Female,Single,Professional
2823,30,52973.07163691981,Primary,Male,Divorced,Sales
2824,38,28054.591555830248,Primary,Male,Widowed,Sales
2825,29,42420.06361184157,Primary,Male,Single,Professional
2826,30,62975.7780501125,PhD,Female,Divorced,Service
2827,45,30401.306294250153,Master,Female,Divorced,Technical
2828,39,40207.767740921016,PhD,Female,Single,Sales
2829,62,75521.00428321536,High school,Female,Widowed,Sales
2830,30,53302.976029532234,Bachelor,Female,Single,Service
2831,35,25735.946592926768,Bachelor,Female,Married,Administrative
2832,57,41212.75543375847,PhD,Male,Married,Service
2833,49,55192.62154971914,High school,Female,Divorced,Administrative
2834,47,76887.76397019184,Bachelor,Female,Married,Sales
2835,19,37012.01398937478,Bachelor,Male,Married,Service
2836,55,50291.35266682535,Master,Male,Married,Professional
2837,18,46290.815561918425,PhD,Male,Single,Professional
2838,41,35254.763577603415,PhD,Female,Widowed,Sales
2839,31,31309.744612070306,Master,Male,Divorced,Service
2840,26,28982.17179890521,Bachelor,Female,Divorced,Sales
2841,38,14894.204224741741,High school,Male,Widowed,Sales
2842,36,38161.24923676501,Primary,Female,Widowed,Sales
2843,34,47181.83198001357,High school,Male,Single,Sales
2844,31,49638.380303879916,High school,Male,Divorced,Sales
2845,26,31438.456534207056,Master,Male,Divorced,Service
2846,24,56667.39605196223,High school,Male,Divorced,Service
2847,45,71697.43513282348,Master,Male,Widowed,Professional
2848,55,40578.89264774872,High school,Male,Married,Service
2849,53,51001.456007950335,Primary,Male,Divorced,Technical
2850,58,60288.736190809934,Bachelor,Female,Widowed,Administrative
2851,44,77790.60453420365,Primary,Male,Widowed,Service
2852,48,73725.36838033468,High school,Female,Widowed,Sales
2853,30,51415.81763107211,PhD,Male,Divorced,Technical
2854,63,39998.06703304458,Primary,Female,Single,Sales
2855,34,59990.6727912371,Primary,Female,Married,Sales
2856,41,57980.581495540064,PhD,Male,Single,Sales
2857,60,34237.883013647785,Bachelor,Female,Widowed,Service
2858,26,42066.22183122591,Bachelor,Female,Divorced,Sales
2859,34,20315.093124176787,Bachelor,Female,Widowed,Administrative
2860,36,48595.2409960539,PhD,Female,Married,Service
2861,28,41694.37764134386,Primary,Male,Widowed,Administrative
2862,33,52366.429318255425,High school,Female,Divorced,Sales
2863,56,55571.546753819945,Master,Male,Widowed,Sales
2864,42,56804.61022997742,High school,Female,Single,Technical
2865,54,67043.20554026679,Master,Female,Widowed,Service
2866,18,56191.33678362003,PhD,Male,Single,Administrative
2867,21,51119.10223335933,PhD,Female,Divorced,Technical
2868,44,72093.89902631997,PhD,Female,Married,Professional
2869,38,49217.15812061917,Master,Female,Widowed,Sales
2870,51,44998.97798222688,Primary,Female,Single,Administrative
2871,42,46625.40567280686,Bachelor,Female,Widowed,Professional
2872,36,42231.06464843556,High school,Female,Married,Administrative
2873,58,34300.477934667484,High school,Female,Widowed,Professional
2874,27,64772.987540845876,Bachelor,Male,Married,Administrative
2875,26,48508.343551613616,High school,Male,Widowed,Professional
2876,25,76128.0331814859,PhD,Male,Divorced,Service
2877,46,66970.20811950511,Master,Male,Single,Sales
2878,59,73446.00487100947,Master,Female,Single,Professional
2879,37,34096.886067635845,Bachelor,Female,Single,Service
2880,40,75003.95767818645,Primary,Female,Widowed,Administrative
2881,21,27815.30058748357,PhD,Male,Married,Sales
2882,32,21413.44264804759,PhD,Female,Married,Service
2883,20,55329.097442028535,PhD,Male,Divorced,Service
2884,41,38829.134029968685,High school,Male,Single,Service
2885,61,51960.13898009906,PhD,Female,Divorced,Technical
2886,42,63931.05272575243,High school,Female,Divorced,Sales
2887,38,48361.189261948304,Master,Female,Divorced,Professional
2888,53,55368.96080255631,High school,Male,Married,Technical
2889,64,50930.81692255823,High school,Male,Married,Sales
2890,50,64011.94161854764,Bachelor,Male,Single,Administrative
2891,52,30173.88130457418,Master,Female,Widowed,Technical
2892,60,47168.22958504017,High school,Female,Widowed,Administrative
2893,46,58175.038623686676,PhD,Female,Widowed,Professional
2894,55,67919.2000251397,Primary,Female,Widowed,Sales
2895,54,51733.2196506894,Primary,Male,Widowed,Service
2896,36,49764.97771110802,Bachelor,Male,Widowed,Administrative
2897,60,51227.28041773467,Bachelor,Female,Widowed,Administrative
2898,53,54692.261342920414,Master,Male,Widowed,Administrative
2899,57,42236.30455365402,PhD,Male,Single,Service
2900,53,35760.03646666875,Master,Female,Divorced,Administrative
2901,19,42486.210300315535,High school,Male,Widowed,Sales
2902,47,55372.92186725666,Bachelor,Female,Widowed,Professional
2903,38,39625.028381298645,High school,Male,Single,Technical
2904,55,60629.11368674654,Primary,Male,Single,Sales
2905,53,68174.9340937468,High school,Male,Widowed,Service
2906,64,41240.436743101134,High school,Male,Single,Service
2907,52,48465.09697631616,Primary,Female,Divorced,Technical
2908,45,43952.580430785936,Primary,Male,Divorced,Service
2909,32,48836.45382318604,PhD,Male,Married,Administrative
2910,60,48325.61115902094,Bachelor,Male,Divorced,Professional
2911,48,58356.84126499103,Bachelor,Female,Married,Service
2912,45,59804.33012112482,PhD,Male,Married,Sales
2913,22,51762.73081748407,Primary,Male,Married,Professional
2914,22,31601.067773376733,Master,Male,Divorced,Professional
2915,24,54268.82888065294,Bachelor,Male,Divorced,Technical
2916,59,44987.08726752404,PhD,Male,Married,Professional
2917,59,36447.906824083955,PhD,Female,Single,Administrative
2918,21,55724.10125090012,PhD,Female,Married,Professional
2919,57,49218.80626506523,High school,Male,Single,Professional
2920,62,70385.44478372962,High school,Male,Single,Service
2921,54,53602.96652457232,Bachelor,Male,Single,Service
2922,45,42344.894423588106,Master,Male,Widowed,Administrative
2923,31,71059.83256974352,PhD,Male,Single,Service
2924,62,65148.516554503556,High school,Male,Married,Professional
2925,18,42976.92921117687,Primary,Male,Single,Technical
2926,28,47145.27658241626,High school,Male,Widowed,Service
2927,47,53413.566802742884,Primary,Male,Married,Technical
2928,32,54945.06193268926,Master,Female,Divorced,Technical
2929,18,69709.02204515602,Master,Male,Divorced,Professional
2930,18,55317.87043690025,PhD,Male,Divorced,Sales
2931,50,75135.2267911017,PhD,Female,Divorced,Administrative
2932,29,43101.56716667267,Master,Male,Single,Administrative
2933,47,51453.04380274245,Bachelor,Male,Single,Professional
2934,23,63518.124648449506,High school,Male,Divorced,Technical
2935,23,40806.00593398766,Bachelor,Female,Married,Administrative
2936,48,58411.381026845775,Primary,Male,Divorced,Sales
2937,36,76355.84709141299,Primary,Male,Married,Sales
2938,60,60274.69469973592,High school,Male,Widowed,Technical
2939,34,47196.8266526372,High school,Male,Widowed,Service
2940,35,43845.53963569391,High school,Female,Divorced,Administrative
2941,29,28334.390670365992,PhD,Male,Single,Administrative
2942,27,49216.12254120856,Bachelor,Female,Married,Professional
2943,27,83675.29728460906,Bachelor,Female,Divorced,Service
2944,44,52697.92457564589,PhD,Female,Single,Technical
2945,30,61322.93790392824,High school,Male,Single,Professional
2946,18,67784.06929708774,PhD,Female,Single,Administrative
2947,57,54265.05287575474,Master,Male,Widowed,Administrative
2948,46,43838.8902497467,Master,Male,Single,Administrative
2949,31,56546.51769524864,PhD,Male,Married,Technical
2950,41,68886.34692203454,High school,Male,Married,Sales
2951,45,45403.619929668326,Primary,Female,Widowed,Technical
2952,61,60571.79316967793,Bachelor,Female,Single,Service
2953,43,57208.77579254954,High school,Male,Widowed,Technical
2954,38,47411.478154145734,PhD,Female,Married,Professional
2955,30,34154.17942706247,Master,Female,Divorced,Professional
2956,42,65312.59731064536,PhD,Male,Divorced,Professional
2957,23,63901.62946366349,Master,Female,Married,Technical
2958,52,52837.63329192671,Master,Male,Divorced,Service
2959,30,44266.96905932009,PhD,Female,Widowed,Technical
2960,61,27773.810558194615,PhD,Female,Widowed,Professional
2961,33,68569.29523534048,High school,Female,Divorced,Sales
2962,39,26356.28399896178,Master,Female,Divorced,Administrative
2963,54,36768.40718051497,Master,Female,Single,Technical
2964,62,75849.07420159888,Bachelor,Male,Divorced,Administrative
2965,30,41517.78049495429,Primary,Female,Widowed,Administrative
2966,52,49009.60251840858,Primary,Male,Divorced,Administrative
2967,23,32477.223636225855,PhD,Male,Single,Sales
2968,38,40057.31254063871,Bachelor,Male,Divorced,Administrative
